-1,critcalzone.org variable,czo_id,Discipline,CZOs,ODM2Name,ODM2Term,CZO Variable Action,New ODM2 Term,comments,units,Aggregation,,czo_url, czo_id
3260,temperature,2465,Water Chemistry,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2465,2465
3261,temperature,2469,Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2469,2469
3262,temperature,2475,Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2475,2475
3263,temperature,2491,Climatology / Meteorology|Hydrology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2491,2491
3264,temperature,2494,Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2494,2494
3265,temperature,2497,Hydrology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2497,2497
3266,temperature,2498,Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2498,2498
3267,temperature,2501,Climatology / Meteorology|Hydrology,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2501,2501
3268,temperature,2502,Hydrology|Climatology / Meteorology|Soil Science / Pedology,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2502,2502
3269,temperature,2506,Water Chemistry|Hydrology|Geomorphology,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2506,2506
3270,temperature,2514,Climatology / Meteorology|Hydrology|Water Chemistry,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2514,2514
3271,temperature,2515,Biology / Ecology|Water Chemistry,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2515,2515
3272,temperature,2517,Biology / Ecology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2517,2517
3273,temperature,2518,Biology / Ecology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2518,2518
3274,temperature,2524,Biology / Ecology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2524,2524
3275,temperature,2525,Biology / Ecology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2525,2525
3276,temperature,2529,Climatology / Meteorology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2529,2529
3277,temperature,2544,Climatology / Meteorology|Hydrology|Water Chemistry,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2544,2544
3278,temperature,2545,Climatology / Meteorology,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2545,2545
3279,temperature,2568,Biology / Ecology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2568,2568
3280,temperature,2637,Hydrology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2637,2637
3281,temperature,2641,Climatology / Meteorology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2641,2641
3282,temperature,2642,Hydrology|Biology / Ecology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2642,2642
3283,temperature,2643,Climatology / Meteorology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2643,2643
3284,temperature,2656,Climatology / Meteorology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2656,2656
3285,temperature,2658,Hydrology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2658,2658
3286,temperature,2659,Climatology / Meteorology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2659,2659
3287,temperature,2660,Climatology / Meteorology,Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2660,2660
3288,temperature,2661,,,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2661,2661
3289,temperature,2662,,,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2662,2662
3290,temperature,2666,Soil Science / Pedology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2666,2666
3291,temperature,2688,Soil Science / Pedology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2688,2688
3292,temperature,2740,Water Chemistry,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
3293,temperature,2751,Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2751,2751
3294,temperature,2974,,,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2974,2974
3295,temperature,2978,,,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2978,2978
3296,temperature,3412,Biology / Ecology|Biogeochemistry|Soil Science / Pedology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3412,3412
3297,temperature,3642,Hydrology|Water Chemistry,Luquillo,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3642,3642
3298,temperature,3732,Biology / Ecology|Soil Science / Pedology,Reynolds,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3732,3732
3299,temperature,3739,Soil Science / Pedology|Hydrology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3739,3739
3300,temperature,3790,Hydrology|Soil Science / Pedology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3790,3790
3301,temperature,4130,Hydrology|Water Chemistry,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4130,4130
3302,temperature,4135,Water Chemistry,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
3303,temperature,4608,Climatology / Meteorology,Eel,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4608,4608
3304,temperature,4685,Hydrology,Calhoun,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4685,4685
3305,temperature,4686,Hydrology,Calhoun,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4686,4686
3306,temperature,4982,All Disciplines,Luquillo,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
3307,temperature,5139,Climatology / Meteorology|Soil Science / Pedology|Biogeochemistry|Biology / Ecology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5139,5139
3308,temperature,5140,Hydrology|Soil Science / Pedology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5140,5140
3309,temperature,5492,Water Chemistry,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
3310,temperature,5493,Hydrology|Soil Science / Pedology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5493,5493
3311,temperature,5494,Soil Science / Pedology|Biogeochemistry|Climatology / Meteorology,Catalina-Jemez,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5494,5494
3312,temperature,5497,Climatology / Meteorology,Eel,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5497,5497
3313,temperature,5498,Hydrology|Geochemistry / Mineralogy,Luquillo,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5498,5498
3314,temperature,6108,Hydrology,National|Boulder|Calhoun|Catalina-Jemez|Eel|IML|Luquillo|Shale Hills|Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6108,6108
3315,temperature,6113,Climatology / Meteorology|Hydrology|Soil Science / Pedology,National|Boulder|Calhoun|Catalina-Jemez|Christina|Eel|IML|Luquillo|Reynolds|Shale Hills|Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6113,6113
3316,temperature,6569,Climatology / Meteorology,Boulder|Catalina-Jemez|Reynolds|Shale Hills|Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6569,6569
3317,temperature c,2558,Climatology / Meteorology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2558,2558
3318,temperature c,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
3319,temperature deg c,4174,Hydrology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4174,4174
3320,temperature deg c,4612,Climatology / Meteorology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4612,4612
3321,temperature deg c,4129,Hydrology|Water Chemistry,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4129,4129
3322,temperature deg c,5343,Hydrology|Water Chemistry,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5343,5343
3323,temperature deg c,5365,Hydrology|Water Chemistry,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5365,5365
3324,temperature degrees c,2587,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2587,2587
3325,temperature hmp45c degc,4940,Climatology / Meteorology|Hydrology,Shale Hills,Temperature,temperature,ODM2,,,degc,,,http://criticalzone.org/national/data/dataset/4940,4940
3326,temperature infrared,2501,Climatology / Meteorology|Hydrology,Christina,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2501,2501
3327,temperature judd degc,4940,Climatology / Meteorology|Hydrology,Shale Hills,Temperature,temperature,ODM2,,,degc,,,http://criticalzone.org/national/data/dataset/4940,4940
3328,temperaturecorrectedimagdiel 10cm,5278,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5278,5278
3329,temperaturecorrectedimagdiel 10cm,5282,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5282,5282
3330,temperaturecorrectedimagdiel 20cm,5278,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5278,5278
3331,temperaturecorrectedimagdiel 20cm,5282,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5282,5282
3332,temperaturecorrectedimagdiel 40cm,5278,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5278,5278
3333,temperaturecorrectedimagdiel 40cm,5282,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5282,5282
3334,temperaturecorrectedrealdiel 10cm,5278,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5278,5278
3335,temperaturecorrectedrealdiel 10cm,5282,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5282,5282
3336,temperaturecorrectedrealdiel 20cm,5278,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5278,5278
3337,temperaturecorrectedrealdiel 20cm,5282,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5282,5282
3338,temperaturecorrectedrealdiel 40cm,5278,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5278,5278
3339,temperaturecorrectedrealdiel 40cm,5282,Soil Science / Pedology,Shale Hills,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5282,5282
3340,temperaturesensor,5497,Climatology / Meteorology,Eel,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5497,5497
3341,terbium dissolved,2740,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Terbium,terbium,,,,http://criticalzone.org/national/data/dataset/2740,2740
3342,terbium dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,,,New ODM2 Term,Terbium,terbium,,,,http://criticalzone.org/national/data/dataset/2742,2742
3343,terbium dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Terbium,terbium,,,,http://criticalzone.org/national/data/dataset/4109,4109
3344,terbium dissolved,4135,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Terbium,terbium,,,,http://criticalzone.org/national/data/dataset/4135,4135
3345,terbium dissolved,5491,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Terbium,terbium,,,,http://criticalzone.org/national/data/dataset/5491,5491
3346,terbium dissolved,5492,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Terbium,terbium,,,,http://criticalzone.org/national/data/dataset/5492,5492
3347,terrain conductivity,4730,Geophysics,Luquillo,,,New ODM2 Term,Electrical resistivity,,,,,http://criticalzone.org/national/data/dataset/4730,4730
3348,textual information,2609,Geochemistry / Mineralogy|Biogeochemistry,Boulder|Calhoun|Catalina-Jemez|Luquillo|Shale Hills,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2609,2609
3349,th,5189,Geochemistry / Mineralogy,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5189,5189
3350,th,5986,Geochemistry / Mineralogy,Calhoun,,,?,,,,,,http://criticalzone.org/national/data/dataset/5986,5986
3351,thallium dissolved,2740,Water Chemistry,Catalina-Jemez,"Thallium, dissolved",thalliumDissolved,ODM2,,thallium,,,,http://criticalzone.org/national/data/dataset/2740,2740
3352,thallium dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Thallium, dissolved",thalliumDissolved,ODM2,,thallium,,,,http://criticalzone.org/national/data/dataset/2742,2742
3353,thallium dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Thallium, dissolved",thalliumDissolved,ODM2,,thallium,,,,http://criticalzone.org/national/data/dataset/4109,4109
3354,thallium dissolved,4135,Water Chemistry,Catalina-Jemez,"Thallium, dissolved",thalliumDissolved,ODM2,,thallium,,,,http://criticalzone.org/national/data/dataset/4135,4135
3355,thallium dissolved,5491,Water Chemistry,Catalina-Jemez,"Thallium, dissolved",thalliumDissolved,ODM2,,thallium,,,,http://criticalzone.org/national/data/dataset/5491,5491
3356,thallium dissolved,5492,Water Chemistry,Catalina-Jemez,"Thallium, dissolved",thalliumDissolved,ODM2,,thallium,,,,http://criticalzone.org/national/data/dataset/5492,5492
3357,thermal neutron count hr,2646,Geophysics|Hydrology,Shale Hills,,,?,,,,count,,http://criticalzone.org/national/data/dataset/2646,2646
3358,thickness of mobile regolith tmr,5714,Soil Science / Pedology,Reynolds,,,?,,,,,,http://criticalzone.org/national/data/dataset/5714,5714
3359,throughfall precipitation mmday,2626,Water Chemistry,Luquillo,Precipitation,precipitation,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2626,2626
3360,thulium dissolved,2740,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Thulium,thulium,,,,http://criticalzone.org/national/data/dataset/2740,2740
3361,thulium dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,,,New ODM2 Term,Thulium,thulium,,,,http://criticalzone.org/national/data/dataset/2742,2742
3362,thulium dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Thulium,thulium,,,,http://criticalzone.org/national/data/dataset/4109,4109
3363,thulium dissolved,4135,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Thulium,thulium,,,,http://criticalzone.org/national/data/dataset/4135,4135
3364,thulium dissolved,5491,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Thulium,thulium,,,,http://criticalzone.org/national/data/dataset/5491,5491
3365,thulium dissolved,5492,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Thulium,thulium,,,,http://criticalzone.org/national/data/dataset/5492,5492
3366,ti,3422,Geochemistry / Mineralogy,Luquillo,Titanium,titanium,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3422,3422
3367,ti,5189,Geochemistry / Mineralogy,Shale Hills,Titanium,titanium,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5189,5189
3368,ti ugml,5273,Geochemistry / Mineralogy|Water Chemistry,Shale Hills,Titanium,titanium,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5273,5273
3369,ti ugml,5274,Geochemistry / Mineralogy|Water Chemistry,,Titanium,titanium,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5274,5274
3370,tile push probe depthcm,5982,Soil Science / Pedology,Calhoun,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5982,5982
3371,time,2578,Geochemistry / Mineralogy|Water Chemistry|Hydrology,Shale Hills,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2578,2578
3372,time,3732,Biology / Ecology|Soil Science / Pedology,Reynolds,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3732,3732
3373,time,4658,Biogeochemistry|Soil Science / Pedology|Hydrology,Calhoun,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4658,4658
3374,time,4659,Biogeochemistry|Soil Science / Pedology,Calhoun,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4659,4659
3375,time,4703,Climatology / Meteorology,Reynolds,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4703,4703
3376,time,4828,Hydrology,Shale Hills,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4828,4828
