-1,critcalzone.org variable,czo_id,Discipline,CZOs,ODM2Name,ODM2Term,CZO Variable Action,New ODM2 Term,comments,units,Aggregation,,czo_url, czo_id
1838,mg umol l1,4129,Hydrology|Water Chemistry,Shale Hills,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4129,4129
1839,mg umol l1,5343,Hydrology|Water Chemistry,Shale Hills,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5343,5343
1840,mg umol l1,5365,Hydrology|Water Chemistry,Shale Hills,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5365,5365
1841,mg2 m,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Magnesium, dissolved",magnesiumDissolved,ODM2,,"magnesium, dissolved",,,,http://criticalzone.org/national/data/dataset/2580,2580
1842,mg2 m,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Magnesium, dissolved",magnesiumDissolved,ODM2,,"magnesium, dissolved",,,,http://criticalzone.org/national/data/dataset/2582,2582
1843,mg2 m,2645,Water Chemistry|Hydrology,Shale Hills,"Magnesium, dissolved",magnesiumDissolved,ODM2,,"magnesium, dissolved",,,,http://criticalzone.org/national/data/dataset/2645,2645
1844,mg25 ugl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1845,mgo,5986,Geochemistry / Mineralogy,Calhoun,Magnesium,magnesium,ODM2,,magnesium,,,,http://criticalzone.org/national/data/dataset/5986,5986
1846,mgppm,2783,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
1847,mgppm,2784,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
1848,mgppm,2785,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
1849,mgppm,2788,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
1850,mgppm,3064,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
1851,mgppm,3065,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
1852,mgppm,3639,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
1853,mgppm,4165,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
1854,mgueql,2783,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
1855,mgueql,2784,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
1856,mgueql,2785,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
1857,mgueql,2788,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
1858,mgueql,3064,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
1859,mgueql,3065,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
1860,mgueql,3639,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
1861,mgueql,4165,Water Chemistry,Boulder,"Magnesium, dissolved",magnesiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
1862,mgumoll,4851,Water Chemistry,Calhoun,"Magnesium, dissolved",magnesiumDissolved,ODM2,,"magnesium, dissolved",,,,http://criticalzone.org/national/data/dataset/4851,4851
1863,mica,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5512,5512
1864,microbialbiomassconcentration,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology,Calhoun,,,New ODM2 Term,Microbial Biomass,,,,,http://criticalzone.org/national/data/dataset/4637,4637
1865,midslp,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5131,5131
1866,midslp,5137,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5137,5137
1867,midslp,5138,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5138,5138
1868,midslp,6103,Geomorphology|GIS / Remote Sensing|Hydrology|Biology / Ecology,National|Boulder|Calhoun|Catalina-Jemez|Eel|Luquillo|Reynolds|Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/6103,6103
1869,milch cows,4665,Social Science,Calhoun,,,Remove,,Agriculture,,,,http://criticalzone.org/national/data/dataset/4665,4665
1870,minax,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5131,5131
1871,minax,5137,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5137,5137
1872,minax,5138,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5138,5138
1873,minax,6103,Geomorphology|GIS / Remote Sensing|Hydrology|Biology / Ecology,National|Boulder|Calhoun|Catalina-Jemez|Eel|Luquillo|Reynolds|Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/6103,6103
1874,mineralogy,5668,Hydrology|Water Chemistry|Biogeochemistry|Geochemistry / Mineralogy,Luquillo,,,?,,,,,,http://criticalzone.org/national/data/dataset/5668,5668
1875,minht,5131,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5131,5131
1876,minht,5137,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5137,5137
1877,minht,5138,GIS / Remote Sensing|Biology / Ecology|Geomorphology|Hydrology,Boulder|Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5138,5138
1878,minht,6103,Geomorphology|GIS / Remote Sensing|Hydrology|Biology / Ecology,National|Boulder|Calhoun|Catalina-Jemez|Eel|Luquillo|Reynolds|Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/6103,6103
1879,minimum barometric pressure,2451,Climatology / Meteorology,Boulder,Barometric pressure,barometricPressure,ODM2,,,,minimum,,http://criticalzone.org/national/data/dataset/2451,2451
1880,minimum relative humidity,2451,Climatology / Meteorology,Boulder,Relative humidity,relativeHumidity,ODM2,,,,minimum,,http://criticalzone.org/national/data/dataset/2451,2451
1881,minimum return heightminh,4606,GIS / Remote Sensing,Calhoun,,,New ODM2 Term,Lidar,,,minimum,,http://criticalzone.org/national/data/dataset/4606,4606
1882,minimum scan angle minscan,4606,GIS / Remote Sensing,Calhoun,,,New ODM2 Term,Lidar,,,minimum,,http://criticalzone.org/national/data/dataset/4606,4606
1883,minimum soil temp,2451,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2451,2451
1884,minimum soil volumetric moisture,2451,Climatology / Meteorology,Boulder,Volumetric water content,volumetricWaterContent,ODM2,,,,minimum,,http://criticalzone.org/national/data/dataset/2451,2451
1885,minimum solar radiation,2451,Climatology / Meteorology,Boulder,"Radiation, total shortwave",radiationTotalShortwave,ODM2,,,,minimum,,http://criticalzone.org/national/data/dataset/2451,2451
1886,minimum temperature,2451,Climatology / Meteorology,Boulder,Temperature,temperature,ODM2,,,,minimum,,http://criticalzone.org/national/data/dataset/2451,2451
1887,minimum temperature,2634,Climatology / Meteorology,Luquillo,Temperature,temperature,ODM2,,,,minimum,,http://criticalzone.org/national/data/dataset/2634,2634
1888,minimum wind speed,2451,Climatology / Meteorology,Boulder,Wind speed,windSpeed,ODM2,,,,minimum,,http://criticalzone.org/national/data/dataset/2451,2451
1889,minute na,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1890,miscellaneous material,5460,Biology / Ecology,Luquillo,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/5460,5460
1891,mn,3422,Geochemistry / Mineralogy,Luquillo,Manganese,manganese,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3422,3422
1892,mn,4130,Hydrology|Water Chemistry,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4130,4130
1893,mn,5189,Geochemistry / Mineralogy,Shale Hills,Manganese,manganese,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5189,5189
1894,mn citrateascorbateextractable,4982,All Disciplines,Luquillo,Manganese,manganese,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
1895,mn in 05m hcl extraction,4982,All Disciplines,Luquillo,Manganese,manganese,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
1896,mn mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1897,mn ugml,5273,Geochemistry / Mineralogy|Water Chemistry,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5273,5273
1898,mn ugml,5274,Geochemistry / Mineralogy|Water Chemistry,,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5274,5274
1899,mn umol l1,4129,Hydrology|Water Chemistry,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4129,4129
1900,mn umol l1,5343,Hydrology|Water Chemistry,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5343,5343
1901,mn umol l1,5365,Hydrology|Water Chemistry,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5365,5365
1902,mn2 m,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2580,2580
1903,mn2 m,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2582,2582
1904,mn2 m,2645,Water Chemistry|Hydrology,Shale Hills,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2645,2645
1905,mn55 ugl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1906,mno,5986,Geochemistry / Mineralogy,Calhoun,Manganese,manganese,ODM2,,manganese,,,,http://criticalzone.org/national/data/dataset/5986,5986
1907,mnumoll,4851,Water Chemistry,Calhoun,"Manganese, dissolved",manganeseDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4851,4851
1908,mo,5189,Geochemistry / Mineralogy,Shale Hills,,,?,,molydenum,,,,http://criticalzone.org/national/data/dataset/5189,5189
1909,mo,5986,Geochemistry / Mineralogy,Calhoun,,,?,,molydenum,,,,http://criticalzone.org/national/data/dataset/5986,5986
1910,mod,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1911,molasses gallons,4665,Social Science,Calhoun,,,Remove,,Agriculture,,,,http://criticalzone.org/national/data/dataset/4665,4665
1912,molybdenum dissolved,2740,Water Chemistry,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
1913,molybdenum dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/2742,2742
1914,molybdenum dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
1915,molybdenum dissolved,4135,Water Chemistry,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
1916,molybdenum dissolved,5491,Water Chemistry,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
1917,molybdenum dissolved,5492,Water Chemistry,Catalina-Jemez,,,?,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
1918,month na,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,Time Stamp,timeStamp,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1919,montmorillonite,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology,Catalina-Jemez,Clay,Clay,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5512,5512
1920,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1921,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1922,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1923,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1924,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1925,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1926,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1927,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1928,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1929,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1930,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1931,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1932,mps matric potential kpa,2606,Soil Science / Pedology,Shale Hills,,,New ODM2 Term,"Water potential, Matric potential",,kpa,,,http://criticalzone.org/national/data/dataset/2606,2606
1933,mta,4679,Biology / Ecology,Calhoun,,,?,,,,,,http://criticalzone.org/national/data/dataset/4679,4679
1934,municipalities,3625,All Disciplines,Luquillo,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/3625,3625
1935,n,2628,Biogeochemistry|Geochemistry / Mineralogy,Luquillo,"N, albuminoid",NAlbuminoid,New ODM2 Term,Nitrogen,,,,,http://criticalzone.org/national/data/dataset/2628,2628
1936,n mass,2628,Biogeochemistry|Geochemistry / Mineralogy,Luquillo,,,New ODM2 Term,Nitrogen,,,,,http://criticalzone.org/national/data/dataset/2628,2628
1937,n percent in live fine roots,4982,All Disciplines,Luquillo,,,New ODM2 Term,Nitrogen,,,,,http://criticalzone.org/national/data/dataset/4982,4982
1938,n1ctsmod,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1939,n1ctsmod,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1940,n1etsec,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1941,n1rh,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1942,n1tc,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1943,n2ctsbare,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1944,n2etsec,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1945,n2rh,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1946,n2tc,5300,Soil Science / Pedology,Shale Hills,,,?,,,,,,http://criticalzone.org/national/data/dataset/5300,5300
1947,na,2626,Water Chemistry,Luquillo,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2626,2626
1948,na,4107,Soil Science / Pedology|Water Chemistry,Calhoun,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4107,4107
1949,na,4130,Hydrology|Water Chemistry,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4130,4130
1950,na,5189,Geochemistry / Mineralogy,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5189,5189
1951,na sodium,2952,Water Chemistry,Luquillo,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
1952,na m,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2580,2580
1953,na m,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2582,2582
1954,na m,2645,Water Chemistry|Hydrology,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2645,2645
1955,na mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1956,na ugml,5273,Geochemistry / Mineralogy|Water Chemistry,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5273,5273
1957,na ugml,5274,Geochemistry / Mineralogy|Water Chemistry,,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5274,5274
1958,na umol l1,4129,Hydrology|Water Chemistry,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4129,4129
1959,na umol l1,5343,Hydrology|Water Chemistry,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5343,5343
1960,na umol l1,5365,Hydrology|Water Chemistry,Shale Hills,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5365,5365
1961,na23 ugl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
1962,na2o,5986,Geochemistry / Mineralogy,Calhoun,,,New ODM2 Term,Sodium,,,,,http://criticalzone.org/national/data/dataset/5986,5986
1963,nacetyl glucosaminidase activity,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Extracellular enzyme activity,,,,,http://criticalzone.org/national/data/dataset/3970,3970
1964,nacetyl glucosaminidase activity per unit biomass,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Extracellular enzyme activity,,,,,http://criticalzone.org/national/data/dataset/3970,3970
1965,nacetyl glucosaminidase activity per unit soil c,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Extracellular enzyme activity,,,,,http://criticalzone.org/national/data/dataset/3970,3970
1966,nacetylglucosaminidaseactivity,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology,Calhoun,,,New ODM2 Term,Extracellular enzyme activity,,,,,http://criticalzone.org/national/data/dataset/4637,4637
1967,nacrite,5531,Geochemistry / Mineralogy,Luquillo,,,New ODM2 Term,Nacrite,,,,,http://criticalzone.org/national/data/dataset/5531,5531
1968,nahco3pi,2551,Biogeochemistry,Luquillo,"Phosphorus, inorganic",phosphorusInorganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
1969,nahco3po,2551,Biogeochemistry,Luquillo,"Phosphorus, organic",phosphorusOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
1970,nahco3pt,2551,Biogeochemistry,Luquillo,"Phosphorus, total",phosphorusTotal,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
1971,name owner,4665,Social Science,Calhoun,,,Remove,,No,,,,http://criticalzone.org/national/data/dataset/4665,4665
1972,naoh extractable p,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Phosphorus,,,,,http://criticalzone.org/national/data/dataset/3970,3970
1973,naohp naoh extractable phosphorus mg kg,3029,Biogeochemistry,Luquillo,,,New ODM2 Term,Phosphorus,,mg,,,http://criticalzone.org/national/data/dataset/3029,3029
1974,naohpi,2551,Biogeochemistry,Luquillo,"Phosphorus, inorganic",phosphorusInorganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
1975,naohpo,2551,Biogeochemistry,Luquillo,"Phosphorus, organic",phosphorusOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
1976,naohpt,2551,Biogeochemistry,Luquillo,"Phosphorus, total",phosphorusTotal,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2551,2551
1977,nappm,2783,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
1978,nappm,2784,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
1979,nappm,2785,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
1980,nappm,2788,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
1981,nappm,3064,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
1982,nappm,3065,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
1983,nappm,3639,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
1984,nappm,4165,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
1985,naueql,2783,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
1986,naueql,2784,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
1987,naueql,2785,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
1988,naueql,2788,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
1989,naueql,3064,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
1990,naueql,3065,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
1991,naueql,3639,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
1992,naueql,4165,Water Chemistry,Boulder,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
1993,naumoll,4851,Water Chemistry,Calhoun,"Sodium, dissolved",sodiumDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4851,4851
1994,nb,5189,Geochemistry / Mineralogy,Shale Hills,,,?,,niobium,,,,http://criticalzone.org/national/data/dataset/5189,5189
1995,nb,5986,Geochemistry / Mineralogy,Calhoun,,,?,,niobium,,,,http://criticalzone.org/national/data/dataset/5986,5986
1996,nd,5986,Geochemistry / Mineralogy,Calhoun,,,New ODM2 Term,Neodymium,neodymium,,,,http://criticalzone.org/national/data/dataset/5986,5986
1997,nd145 ngl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,,,New ODM2 Term,Neodymium,lanthanum,ngl,,,http://criticalzone.org/national/data/dataset/6292,6292
1998,ndvi,6487,Biogeochemistry|Soil Science / Pedology,Reynolds,NDVI,NDVI,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6487,6487
1999,needsvariables,2632,Climatology / Meteorology,Luquillo,,,Remove,,,,,,http://criticalzone.org/national/data/dataset/2632,2632
2000,neodymium dissolved,2740,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Neodymium,lanthanum,,,,http://criticalzone.org/national/data/dataset/2740,2740
2001,neodymium dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,,,New ODM2 Term,Neodymium,lanthanum,,,,http://criticalzone.org/national/data/dataset/2742,2742
